warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,93,15,148,2025-12-18,23:59:59
WH001,SKU002,98,19,80,2025-12-18,23:59:59
WH001,SKU003,95,1,117,2025-12-18,23:59:59
WH001,SKU004,61,6,91,2025-12-18,23:59:59
WH001,SKU005,25,0,96,2025-12-18,23:59:59
WH001,SKU006,80,3,134,2025-12-18,23:59:59
WH001,SKU007,31,1,123,2025-12-18,23:59:59
WH001,SKU008,21,0,134,2025-12-18,23:59:59
WH001,SKU009,58,2,102,2025-12-18,23:59:59
WH001,SKU010,55,11,103,2025-12-18,23:59:59
WH001,SKU011,51,2,104,2025-12-18,23:59:59
WH001,SKU012,21,1,120,2025-12-18,23:59:59
WH001,SKU013,47,7,134,2025-12-18,23:59:59
WH001,SKU014,84,8,89,2025-12-18,23:59:59
WH001,SKU015,83,9,80,2025-12-18,23:59:59
WH001,SKU016,86,2,144,2025-12-18,23:59:59
WH001,SKU017,28,5,146,2025-12-18,23:59:59
WH001,SKU018,92,15,102,2025-12-18,23:59:59
WH001,SKU019,56,9,127,2025-12-18,23:59:59
WH001,SKU020,68,12,150,2025-12-18,23:59:59
WH001,SKU021,93,13,102,2025-12-18,23:59:59
WH001,SKU022,81,14,120,2025-12-18,23:59:59
WH001,SKU023,90,6,121,2025-12-18,23:59:59
WH001,SKU024,96,12,134,2025-12-18,23:59:59
WH001,SKU025,85,8,88,2025-12-18,23:59:59
