warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH003,SKU001,38,3,126,2025-12-18,23:59:59
WH003,SKU002,80,3,83,2025-12-18,23:59:59
WH003,SKU003,49,1,145,2025-12-18,23:59:59
WH003,SKU004,62,10,96,2025-12-18,23:59:59
WH003,SKU005,60,0,109,2025-12-18,23:59:59
WH003,SKU006,63,11,126,2025-12-18,23:59:59
WH003,SKU007,31,2,110,2025-12-18,23:59:59
WH003,SKU008,66,1,85,2025-12-18,23:59:59
WH003,SKU009,52,8,124,2025-12-18,23:59:59
WH003,SKU010,92,18,81,2025-12-18,23:59:59
WH003,SKU011,25,0,82,2025-12-18,23:59:59
WH003,SKU012,51,5,131,2025-12-18,23:59:59
WH003,SKU013,61,6,85,2025-12-18,23:59:59
WH003,SKU014,52,1,110,2025-12-18,23:59:59
WH003,SKU015,55,6,110,2025-12-18,23:59:59
WH003,SKU016,99,0,111,2025-12-18,23:59:59
WH003,SKU017,88,2,149,2025-12-18,23:59:59
WH003,SKU018,51,4,145,2025-12-18,23:59:59
WH003,SKU019,81,16,131,2025-12-18,23:59:59
WH003,SKU020,31,6,138,2025-12-18,23:59:59
WH003,SKU021,74,3,107,2025-12-18,23:59:59
WH003,SKU022,83,10,128,2025-12-18,23:59:59
WH003,SKU023,58,4,89,2025-12-18,23:59:59
WH003,SKU024,62,3,137,2025-12-18,23:59:59
WH003,SKU025,96,12,116,2025-12-18,23:59:59
