warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,25,3,109,2025-12-31,23:59:59
WH002,SKU002,29,0,132,2025-12-31,23:59:59
WH002,SKU003,46,2,105,2025-12-31,23:59:59
WH002,SKU004,55,4,124,2025-12-31,23:59:59
WH002,SKU005,70,11,99,2025-12-31,23:59:59
WH002,SKU006,36,1,140,2025-12-31,23:59:59
WH002,SKU007,64,8,148,2025-12-31,23:59:59
WH002,SKU008,40,8,98,2025-12-31,23:59:59
WH002,SKU009,60,3,104,2025-12-31,23:59:59
WH002,SKU010,25,2,100,2025-12-31,23:59:59
WH002,SKU011,69,11,143,2025-12-31,23:59:59
WH002,SKU012,76,8,137,2025-12-31,23:59:59
WH002,SKU013,61,5,92,2025-12-31,23:59:59
WH002,SKU014,49,3,131,2025-12-31,23:59:59
WH002,SKU015,25,3,108,2025-12-31,23:59:59
WH002,SKU016,37,0,105,2025-12-31,23:59:59
WH002,SKU017,24,1,89,2025-12-31,23:59:59
WH002,SKU018,90,16,131,2025-12-31,23:59:59
WH002,SKU019,29,0,145,2025-12-31,23:59:59
WH002,SKU020,91,9,107,2025-12-31,23:59:59
WH002,SKU021,41,2,119,2025-12-31,23:59:59
WH002,SKU022,63,1,109,2025-12-31,23:59:59
WH002,SKU023,47,1,109,2025-12-31,23:59:59
WH002,SKU024,80,4,101,2025-12-31,23:59:59
WH002,SKU025,89,3,121,2025-12-31,23:59:59
