warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,40,6,144,2025-12-31,23:59:59
WH001,SKU002,31,2,80,2025-12-31,23:59:59
WH001,SKU003,69,0,91,2025-12-31,23:59:59
WH001,SKU004,64,3,94,2025-12-31,23:59:59
WH001,SKU005,66,7,112,2025-12-31,23:59:59
WH001,SKU006,30,0,106,2025-12-31,23:59:59
WH001,SKU007,52,4,120,2025-12-31,23:59:59
WH001,SKU008,46,9,99,2025-12-31,23:59:59
WH001,SKU009,45,8,150,2025-12-31,23:59:59
WH001,SKU010,20,0,130,2025-12-31,23:59:59
WH001,SKU011,31,2,133,2025-12-31,23:59:59
WH001,SKU012,65,10,112,2025-12-31,23:59:59
WH001,SKU013,30,1,107,2025-12-31,23:59:59
WH001,SKU014,31,4,150,2025-12-31,23:59:59
WH001,SKU015,43,1,112,2025-12-31,23:59:59
WH001,SKU016,34,3,118,2025-12-31,23:59:59
WH001,SKU017,88,2,134,2025-12-31,23:59:59
WH001,SKU018,72,5,112,2025-12-31,23:59:59
WH001,SKU019,95,6,144,2025-12-31,23:59:59
WH001,SKU020,29,2,104,2025-12-31,23:59:59
WH001,SKU021,93,11,144,2025-12-31,23:59:59
WH001,SKU022,90,1,83,2025-12-31,23:59:59
WH001,SKU023,61,10,150,2025-12-31,23:59:59
WH001,SKU024,20,4,145,2025-12-31,23:59:59
WH001,SKU025,44,7,91,2025-12-31,23:59:59
