warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,273,79,53,2025-12-15,23:59:59
WH002,SKU002,165,33,57,2025-12-15,23:59:59
WH002,SKU003,485,8,85,2025-12-15,23:59:59
WH002,SKU004,213,15,40,2025-12-15,23:59:59
WH002,SKU005,402,21,73,2025-12-15,23:59:59
WH002,SKU006,242,30,47,2025-12-15,23:59:59
WH002,SKU007,413,114,74,2025-12-15,23:59:59
WH002,SKU008,438,81,45,2025-12-15,23:59:59
WH002,SKU009,408,38,98,2025-12-15,23:59:59
WH002,SKU010,344,10,92,2025-12-15,23:59:59
WH002,SKU011,318,87,48,2025-12-15,23:59:59
WH002,SKU012,222,28,88,2025-12-15,23:59:59
WH002,SKU013,394,24,42,2025-12-15,23:59:59
WH002,SKU014,330,98,46,2025-12-15,23:59:59
WH002,SKU015,482,23,61,2025-12-15,23:59:59
WH002,SKU016,239,20,85,2025-12-15,23:59:59
WH002,SKU017,471,130,55,2025-12-15,23:59:59
WH002,SKU018,166,2,94,2025-12-15,23:59:59
WH002,SKU019,217,9,92,2025-12-15,23:59:59
WH002,SKU020,187,35,66,2025-12-15,23:59:59
WH002,SKU021,108,11,52,2025-12-15,23:59:59
WH002,SKU022,148,41,66,2025-12-15,23:59:59
WH002,SKU023,236,43,41,2025-12-15,23:59:59
WH002,SKU024,150,36,73,2025-12-15,23:59:59
WH002,SKU025,96,24,46,2025-12-15,23:59:59
