warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,447,34,66,2025-12-15,23:59:59
WH001,SKU002,493,56,94,2025-12-15,23:59:59
WH001,SKU003,440,69,86,2025-12-15,23:59:59
WH001,SKU004,164,44,72,2025-12-15,23:59:59
WH001,SKU005,419,102,43,2025-12-15,23:59:59
WH001,SKU006,185,43,83,2025-12-15,23:59:59
WH001,SKU007,396,79,45,2025-12-15,23:59:59
WH001,SKU008,145,41,96,2025-12-15,23:59:59
WH001,SKU009,453,45,89,2025-12-15,23:59:59
WH001,SKU010,494,86,72,2025-12-15,23:59:59
WH001,SKU011,246,38,49,2025-12-15,23:59:59
WH001,SKU012,405,97,70,2025-12-15,23:59:59
WH001,SKU013,483,68,85,2025-12-15,23:59:59
WH001,SKU014,165,43,68,2025-12-15,23:59:59
WH001,SKU015,499,128,96,2025-12-15,23:59:59
WH001,SKU016,272,52,82,2025-12-15,23:59:59
WH001,SKU017,179,43,44,2025-12-15,23:59:59
WH001,SKU018,423,63,81,2025-12-15,23:59:59
WH001,SKU019,152,11,95,2025-12-15,23:59:59
WH001,SKU020,461,39,63,2025-12-15,23:59:59
WH001,SKU021,195,49,82,2025-12-15,23:59:59
WH001,SKU022,256,24,55,2025-12-15,23:59:59
WH001,SKU023,300,34,72,2025-12-15,23:59:59
WH001,SKU024,431,91,57,2025-12-15,23:59:59
WH001,SKU025,278,81,84,2025-12-15,23:59:59
