warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH003,SKU001,195,6,55,2025-12-15,23:59:59
WH003,SKU002,237,66,95,2025-12-15,23:59:59
WH003,SKU003,429,40,93,2025-12-15,23:59:59
WH003,SKU004,285,44,40,2025-12-15,23:59:59
WH003,SKU005,372,50,60,2025-12-15,23:59:59
WH003,SKU006,372,109,72,2025-12-15,23:59:59
WH003,SKU007,338,5,46,2025-12-15,23:59:59
WH003,SKU008,447,23,64,2025-12-15,23:59:59
WH003,SKU009,372,25,48,2025-12-15,23:59:59
WH003,SKU010,225,34,97,2025-12-15,23:59:59
WH003,SKU011,388,86,56,2025-12-15,23:59:59
WH003,SKU012,324,44,65,2025-12-15,23:59:59
WH003,SKU013,191,43,55,2025-12-15,23:59:59
WH003,SKU014,318,8,55,2025-12-15,23:59:59
WH003,SKU015,496,88,84,2025-12-15,23:59:59
WH003,SKU016,145,41,63,2025-12-15,23:59:59
WH003,SKU017,170,51,75,2025-12-15,23:59:59
WH003,SKU018,318,21,87,2025-12-15,23:59:59
WH003,SKU019,62,6,40,2025-12-15,23:59:59
WH003,SKU020,363,62,61,2025-12-15,23:59:59
WH003,SKU021,198,56,48,2025-12-15,23:59:59
WH003,SKU022,101,1,78,2025-12-15,23:59:59
WH003,SKU023,123,3,79,2025-12-15,23:59:59
WH003,SKU024,482,69,65,2025-12-15,23:59:59
WH003,SKU025,64,17,85,2025-12-15,23:59:59
