warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH003,SKU001,71,3,148,2025-12-29,23:59:59
WH003,SKU002,91,15,110,2025-12-29,23:59:59
WH003,SKU003,33,4,107,2025-12-29,23:59:59
WH003,SKU004,60,9,95,2025-12-29,23:59:59
WH003,SKU005,84,1,118,2025-12-29,23:59:59
WH003,SKU006,30,4,87,2025-12-29,23:59:59
WH003,SKU007,27,2,145,2025-12-29,23:59:59
WH003,SKU008,41,4,97,2025-12-29,23:59:59
WH003,SKU009,43,0,138,2025-12-29,23:59:59
WH003,SKU010,62,12,144,2025-12-29,23:59:59
WH003,SKU011,98,15,100,2025-12-29,23:59:59
WH003,SKU012,75,14,80,2025-12-29,23:59:59
WH003,SKU013,31,2,130,2025-12-29,23:59:59
WH003,SKU014,60,8,134,2025-12-29,23:59:59
WH003,SKU015,23,0,94,2025-12-29,23:59:59
WH003,SKU016,81,13,81,2025-12-29,23:59:59
WH003,SKU017,60,5,107,2025-12-29,23:59:59
WH003,SKU018,89,3,144,2025-12-29,23:59:59
WH003,SKU019,36,3,90,2025-12-29,23:59:59
WH003,SKU020,79,0,140,2025-12-29,23:59:59
WH003,SKU021,95,12,128,2025-12-29,23:59:59
WH003,SKU022,27,3,84,2025-12-29,23:59:59
WH003,SKU023,50,5,143,2025-12-29,23:59:59
WH003,SKU024,30,5,107,2025-12-29,23:59:59
WH003,SKU025,32,6,124,2025-12-29,23:59:59
