warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,97,15,100,2025-12-29,23:59:59
WH001,SKU002,98,13,83,2025-12-29,23:59:59
WH001,SKU003,91,8,95,2025-12-29,23:59:59
WH001,SKU004,33,1,115,2025-12-29,23:59:59
WH001,SKU005,40,0,135,2025-12-29,23:59:59
WH001,SKU006,53,10,109,2025-12-29,23:59:59
WH001,SKU007,61,10,136,2025-12-29,23:59:59
WH001,SKU008,41,7,125,2025-12-29,23:59:59
WH001,SKU009,41,1,85,2025-12-29,23:59:59
WH001,SKU010,95,5,88,2025-12-29,23:59:59
WH001,SKU011,28,0,131,2025-12-29,23:59:59
WH001,SKU012,78,12,140,2025-12-29,23:59:59
WH001,SKU013,48,4,99,2025-12-29,23:59:59
WH001,SKU014,82,2,114,2025-12-29,23:59:59
WH001,SKU015,80,3,101,2025-12-29,23:59:59
WH001,SKU016,90,4,103,2025-12-29,23:59:59
WH001,SKU017,64,12,133,2025-12-29,23:59:59
WH001,SKU018,93,10,149,2025-12-29,23:59:59
WH001,SKU019,93,18,150,2025-12-29,23:59:59
WH001,SKU020,25,2,109,2025-12-29,23:59:59
WH001,SKU021,28,5,131,2025-12-29,23:59:59
WH001,SKU022,58,3,82,2025-12-29,23:59:59
WH001,SKU023,67,4,121,2025-12-29,23:59:59
WH001,SKU024,68,2,125,2025-12-29,23:59:59
WH001,SKU025,88,1,149,2025-12-29,23:59:59
