warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,52,2,119,2025-12-29,23:59:59
WH002,SKU002,53,0,141,2025-12-29,23:59:59
WH002,SKU003,36,4,123,2025-12-29,23:59:59
WH002,SKU004,48,7,97,2025-12-29,23:59:59
WH002,SKU005,24,0,147,2025-12-29,23:59:59
WH002,SKU006,54,7,136,2025-12-29,23:59:59
WH002,SKU007,64,11,114,2025-12-29,23:59:59
WH002,SKU008,81,12,97,2025-12-29,23:59:59
WH002,SKU009,88,6,105,2025-12-29,23:59:59
WH002,SKU010,65,2,120,2025-12-29,23:59:59
WH002,SKU011,35,3,92,2025-12-29,23:59:59
WH002,SKU012,58,8,129,2025-12-29,23:59:59
WH002,SKU013,44,1,95,2025-12-29,23:59:59
WH002,SKU014,45,2,80,2025-12-29,23:59:59
WH002,SKU015,63,0,144,2025-12-29,23:59:59
WH002,SKU016,54,7,95,2025-12-29,23:59:59
WH002,SKU017,20,2,140,2025-12-29,23:59:59
WH002,SKU018,80,10,81,2025-12-29,23:59:59
WH002,SKU019,100,4,107,2025-12-29,23:59:59
WH002,SKU020,33,2,84,2025-12-29,23:59:59
WH002,SKU021,69,12,84,2025-12-29,23:59:59
WH002,SKU022,24,0,122,2025-12-29,23:59:59
WH002,SKU023,71,10,147,2025-12-29,23:59:59
WH002,SKU024,61,11,115,2025-12-29,23:59:59
WH002,SKU025,96,11,112,2025-12-29,23:59:59
