warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,83,11,121,2025-12-28,23:59:59
WH001,SKU002,58,7,106,2025-12-28,23:59:59
WH001,SKU003,20,2,145,2025-12-28,23:59:59
WH001,SKU004,30,6,138,2025-12-28,23:59:59
WH001,SKU005,91,16,136,2025-12-28,23:59:59
WH001,SKU006,50,4,141,2025-12-28,23:59:59
WH001,SKU007,89,17,99,2025-12-28,23:59:59
WH001,SKU008,71,7,95,2025-12-28,23:59:59
WH001,SKU009,83,15,98,2025-12-28,23:59:59
WH001,SKU010,89,8,133,2025-12-28,23:59:59
WH001,SKU011,56,2,131,2025-12-28,23:59:59
WH001,SKU012,81,12,146,2025-12-28,23:59:59
WH001,SKU013,24,3,98,2025-12-28,23:59:59
WH001,SKU014,73,0,87,2025-12-28,23:59:59
WH001,SKU015,29,2,128,2025-12-28,23:59:59
WH001,SKU016,77,6,98,2025-12-28,23:59:59
WH001,SKU017,99,3,145,2025-12-28,23:59:59
WH001,SKU018,67,11,111,2025-12-28,23:59:59
WH001,SKU019,30,2,134,2025-12-28,23:59:59
WH001,SKU020,70,4,100,2025-12-28,23:59:59
WH001,SKU021,88,2,135,2025-12-28,23:59:59
WH001,SKU022,68,6,149,2025-12-28,23:59:59
WH001,SKU023,73,8,87,2025-12-28,23:59:59
WH001,SKU024,62,5,130,2025-12-28,23:59:59
WH001,SKU025,47,7,134,2025-12-28,23:59:59
