warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH003,SKU001,42,7,119,2025-12-28,23:59:59
WH003,SKU002,65,3,134,2025-12-28,23:59:59
WH003,SKU003,67,6,139,2025-12-28,23:59:59
WH003,SKU004,74,9,80,2025-12-28,23:59:59
WH003,SKU005,84,6,132,2025-12-28,23:59:59
WH003,SKU006,63,8,142,2025-12-28,23:59:59
WH003,SKU007,21,4,112,2025-12-28,23:59:59
WH003,SKU008,64,11,118,2025-12-28,23:59:59
WH003,SKU009,100,3,81,2025-12-28,23:59:59
WH003,SKU010,55,1,121,2025-12-28,23:59:59
WH003,SKU011,79,15,115,2025-12-28,23:59:59
WH003,SKU012,54,0,147,2025-12-28,23:59:59
WH003,SKU013,70,10,142,2025-12-28,23:59:59
WH003,SKU014,61,5,103,2025-12-28,23:59:59
WH003,SKU015,40,6,87,2025-12-28,23:59:59
WH003,SKU016,94,9,88,2025-12-28,23:59:59
WH003,SKU017,32,3,80,2025-12-28,23:59:59
WH003,SKU018,31,2,106,2025-12-28,23:59:59
WH003,SKU019,79,5,101,2025-12-28,23:59:59
WH003,SKU020,22,1,84,2025-12-28,23:59:59
WH003,SKU021,72,7,147,2025-12-28,23:59:59
WH003,SKU022,43,1,147,2025-12-28,23:59:59
WH003,SKU023,95,12,129,2025-12-28,23:59:59
WH003,SKU024,92,4,84,2025-12-28,23:59:59
WH003,SKU025,98,9,137,2025-12-28,23:59:59
