warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,97,2,91,2025-12-28,23:59:59
WH002,SKU002,63,11,98,2025-12-28,23:59:59
WH002,SKU003,65,5,120,2025-12-28,23:59:59
WH002,SKU004,68,8,94,2025-12-28,23:59:59
WH002,SKU005,21,0,107,2025-12-28,23:59:59
WH002,SKU006,28,2,83,2025-12-28,23:59:59
WH002,SKU007,36,1,144,2025-12-28,23:59:59
WH002,SKU008,57,9,148,2025-12-28,23:59:59
WH002,SKU009,32,5,127,2025-12-28,23:59:59
WH002,SKU010,34,5,123,2025-12-28,23:59:59
WH002,SKU011,95,3,143,2025-12-28,23:59:59
WH002,SKU012,85,12,129,2025-12-28,23:59:59
WH002,SKU013,92,14,112,2025-12-28,23:59:59
WH002,SKU014,40,8,86,2025-12-28,23:59:59
WH002,SKU015,52,6,125,2025-12-28,23:59:59
WH002,SKU016,42,2,81,2025-12-28,23:59:59
WH002,SKU017,90,10,125,2025-12-28,23:59:59
WH002,SKU018,38,3,106,2025-12-28,23:59:59
WH002,SKU019,50,9,137,2025-12-28,23:59:59
WH002,SKU020,97,16,140,2025-12-28,23:59:59
WH002,SKU021,94,15,143,2025-12-28,23:59:59
WH002,SKU022,54,8,117,2025-12-28,23:59:59
WH002,SKU023,84,15,121,2025-12-28,23:59:59
WH002,SKU024,74,8,101,2025-12-28,23:59:59
WH002,SKU025,98,17,83,2025-12-28,23:59:59
