warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,78,9,100,2025-12-30,23:59:59
WH001,SKU002,92,9,81,2025-12-30,23:59:59
WH001,SKU003,59,6,110,2025-12-30,23:59:59
WH001,SKU004,77,14,98,2025-12-30,23:59:59
WH001,SKU005,61,9,107,2025-12-30,23:59:59
WH001,SKU006,61,11,120,2025-12-30,23:59:59
WH001,SKU007,57,1,136,2025-12-30,23:59:59
WH001,SKU008,39,2,122,2025-12-30,23:59:59
WH001,SKU009,25,1,136,2025-12-30,23:59:59
WH001,SKU010,62,3,130,2025-12-30,23:59:59
WH001,SKU011,87,6,131,2025-12-30,23:59:59
WH001,SKU012,40,3,146,2025-12-30,23:59:59
WH001,SKU013,58,11,126,2025-12-30,23:59:59
WH001,SKU014,61,6,116,2025-12-30,23:59:59
WH001,SKU015,41,0,150,2025-12-30,23:59:59
WH001,SKU016,34,5,92,2025-12-30,23:59:59
WH001,SKU017,22,1,81,2025-12-30,23:59:59
WH001,SKU018,98,15,143,2025-12-30,23:59:59
WH001,SKU019,26,3,132,2025-12-30,23:59:59
WH001,SKU020,54,9,93,2025-12-30,23:59:59
WH001,SKU021,86,9,90,2025-12-30,23:59:59
WH001,SKU022,56,9,119,2025-12-30,23:59:59
WH001,SKU023,46,9,110,2025-12-30,23:59:59
WH001,SKU024,22,0,110,2025-12-30,23:59:59
WH001,SKU025,21,3,111,2025-12-30,23:59:59
