warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,37,3,143,2025-12-30,23:59:59
WH002,SKU002,27,2,89,2025-12-30,23:59:59
WH002,SKU003,28,3,127,2025-12-30,23:59:59
WH002,SKU004,83,2,124,2025-12-30,23:59:59
WH002,SKU005,41,5,142,2025-12-30,23:59:59
WH002,SKU006,24,3,118,2025-12-30,23:59:59
WH002,SKU007,68,2,133,2025-12-30,23:59:59
WH002,SKU008,27,2,142,2025-12-30,23:59:59
WH002,SKU009,94,14,110,2025-12-30,23:59:59
WH002,SKU010,99,3,119,2025-12-30,23:59:59
WH002,SKU011,44,6,83,2025-12-30,23:59:59
WH002,SKU012,72,7,120,2025-12-30,23:59:59
WH002,SKU013,78,5,91,2025-12-30,23:59:59
WH002,SKU014,65,11,116,2025-12-30,23:59:59
WH002,SKU015,48,9,150,2025-12-30,23:59:59
WH002,SKU016,57,11,143,2025-12-30,23:59:59
WH002,SKU017,65,7,134,2025-12-30,23:59:59
WH002,SKU018,82,5,133,2025-12-30,23:59:59
WH002,SKU019,38,3,144,2025-12-30,23:59:59
WH002,SKU020,53,10,117,2025-12-30,23:59:59
WH002,SKU021,51,1,95,2025-12-30,23:59:59
WH002,SKU022,70,11,98,2025-12-30,23:59:59
WH002,SKU023,59,2,139,2025-12-30,23:59:59
WH002,SKU024,54,6,100,2025-12-30,23:59:59
WH002,SKU025,52,1,149,2025-12-30,23:59:59
