warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,312,35,87,2025-12-14,23:59:59
WH002,SKU002,129,21,85,2025-12-14,23:59:59
WH002,SKU003,73,13,100,2025-12-14,23:59:59
WH002,SKU004,189,30,74,2025-12-14,23:59:59
WH002,SKU005,215,13,85,2025-12-14,23:59:59
WH002,SKU006,88,8,96,2025-12-14,23:59:59
WH002,SKU007,111,11,77,2025-12-14,23:59:59
WH002,SKU008,75,6,40,2025-12-14,23:59:59
WH002,SKU009,206,27,69,2025-12-14,23:59:59
WH002,SKU010,195,21,65,2025-12-14,23:59:59
WH002,SKU011,231,1,91,2025-12-14,23:59:59
WH002,SKU012,82,18,65,2025-12-14,23:59:59
WH002,SKU013,133,14,51,2025-12-14,23:59:59
WH002,SKU014,315,60,51,2025-12-14,23:59:59
WH002,SKU015,495,105,59,2025-12-14,23:59:59
WH002,SKU016,230,11,64,2025-12-14,23:59:59
WH002,SKU017,187,56,90,2025-12-14,23:59:59
WH002,SKU018,243,37,50,2025-12-14,23:59:59
WH002,SKU019,189,0,81,2025-12-14,23:59:59
WH002,SKU020,389,57,95,2025-12-14,23:59:59
WH002,SKU021,490,24,80,2025-12-14,23:59:59
WH002,SKU022,303,85,65,2025-12-14,23:59:59
WH002,SKU023,188,4,96,2025-12-14,23:59:59
WH002,SKU024,456,47,71,2025-12-14,23:59:59
WH002,SKU025,442,109,92,2025-12-14,23:59:59
