warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,20,1,148,2025-12-25,23:59:59
WH002,SKU002,69,6,87,2025-12-25,23:59:59
WH002,SKU003,24,0,107,2025-12-25,23:59:59
WH002,SKU004,71,10,92,2025-12-25,23:59:59
WH002,SKU005,44,6,128,2025-12-25,23:59:59
WH002,SKU006,53,5,105,2025-12-25,23:59:59
WH002,SKU007,48,3,114,2025-12-25,23:59:59
WH002,SKU008,23,2,89,2025-12-25,23:59:59
WH002,SKU009,75,13,110,2025-12-25,23:59:59
WH002,SKU010,87,9,127,2025-12-25,23:59:59
WH002,SKU011,70,5,131,2025-12-25,23:59:59
WH002,SKU012,66,2,93,2025-12-25,23:59:59
WH002,SKU013,73,13,117,2025-12-25,23:59:59
WH002,SKU014,32,0,114,2025-12-25,23:59:59
WH002,SKU015,94,2,144,2025-12-25,23:59:59
WH002,SKU016,37,1,142,2025-12-25,23:59:59
WH002,SKU017,69,3,104,2025-12-25,23:59:59
WH002,SKU018,55,3,119,2025-12-25,23:59:59
WH002,SKU019,50,5,117,2025-12-25,23:59:59
WH002,SKU020,92,13,99,2025-12-25,23:59:59
WH002,SKU021,35,6,120,2025-12-25,23:59:59
WH002,SKU022,95,3,134,2025-12-25,23:59:59
WH002,SKU023,87,14,82,2025-12-25,23:59:59
WH002,SKU024,36,7,83,2025-12-25,23:59:59
WH002,SKU025,41,6,128,2025-12-25,23:59:59
