warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,88,7,95,2025-12-25,23:59:59
WH001,SKU002,69,13,96,2025-12-25,23:59:59
WH001,SKU003,58,1,149,2025-12-25,23:59:59
WH001,SKU004,25,4,92,2025-12-25,23:59:59
WH001,SKU005,76,0,115,2025-12-25,23:59:59
WH001,SKU006,83,6,120,2025-12-25,23:59:59
WH001,SKU007,38,0,126,2025-12-25,23:59:59
WH001,SKU008,84,0,114,2025-12-25,23:59:59
WH001,SKU009,26,2,148,2025-12-25,23:59:59
WH001,SKU010,41,2,144,2025-12-25,23:59:59
WH001,SKU011,87,8,130,2025-12-25,23:59:59
WH001,SKU012,92,16,85,2025-12-25,23:59:59
WH001,SKU013,52,6,109,2025-12-25,23:59:59
WH001,SKU014,32,0,145,2025-12-25,23:59:59
WH001,SKU015,23,0,96,2025-12-25,23:59:59
WH001,SKU016,32,3,136,2025-12-25,23:59:59
WH001,SKU017,97,10,106,2025-12-25,23:59:59
WH001,SKU018,66,3,102,2025-12-25,23:59:59
WH001,SKU019,47,3,95,2025-12-25,23:59:59
WH001,SKU020,73,6,147,2025-12-25,23:59:59
WH001,SKU021,72,10,89,2025-12-25,23:59:59
WH001,SKU022,45,5,132,2025-12-25,23:59:59
WH001,SKU023,65,3,147,2025-12-25,23:59:59
WH001,SKU024,91,9,95,2025-12-25,23:59:59
WH001,SKU025,23,3,131,2025-12-25,23:59:59
