warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,43,1,114,2026-01-03,23:59:59
WH001,SKU002,81,3,86,2026-01-03,23:59:59
WH001,SKU003,100,7,91,2026-01-03,23:59:59
WH001,SKU004,36,5,113,2026-01-03,23:59:59
WH001,SKU005,94,5,99,2026-01-03,23:59:59
WH001,SKU006,98,17,130,2026-01-03,23:59:59
WH001,SKU007,23,2,142,2026-01-03,23:59:59
WH001,SKU008,99,6,150,2026-01-03,23:59:59
WH001,SKU009,99,15,98,2026-01-03,23:59:59
WH001,SKU010,42,3,104,2026-01-03,23:59:59
WH001,SKU011,90,13,124,2026-01-03,23:59:59
WH001,SKU012,65,9,149,2026-01-03,23:59:59
WH001,SKU013,55,11,121,2026-01-03,23:59:59
WH001,SKU014,29,3,145,2026-01-03,23:59:59
WH001,SKU015,79,5,109,2026-01-03,23:59:59
WH001,SKU016,91,15,140,2026-01-03,23:59:59
WH001,SKU017,49,8,107,2026-01-03,23:59:59
WH001,SKU018,29,2,116,2026-01-03,23:59:59
WH001,SKU019,100,20,131,2026-01-03,23:59:59
WH001,SKU020,55,1,101,2026-01-03,23:59:59
WH001,SKU021,74,13,92,2026-01-03,23:59:59
WH001,SKU022,36,1,112,2026-01-03,23:59:59
WH001,SKU023,40,7,109,2026-01-03,23:59:59
WH001,SKU024,45,9,80,2026-01-03,23:59:59
WH001,SKU025,93,0,142,2026-01-03,23:59:59
