warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,110,1,97,2025-12-20,23:59:59
WH001,SKU002,278,81,68,2025-12-20,23:59:59
WH001,SKU003,95,9,67,2025-12-20,23:59:59
WH001,SKU004,330,48,50,2025-12-20,23:59:59
WH001,SKU005,82,2,58,2025-12-20,23:59:59
WH001,SKU006,105,6,44,2025-12-20,23:59:59
WH001,SKU007,186,54,42,2025-12-20,23:59:59
WH001,SKU008,457,109,43,2025-12-20,23:59:59
WH001,SKU009,210,48,52,2025-12-20,23:59:59
WH001,SKU010,459,46,98,2025-12-20,23:59:59
WH001,SKU011,175,50,50,2025-12-20,23:59:59
WH001,SKU012,447,103,54,2025-12-20,23:59:59
WH001,SKU013,420,92,99,2025-12-20,23:59:59
WH001,SKU014,186,42,92,2025-12-20,23:59:59
WH001,SKU015,164,14,68,2025-12-20,23:59:59
WH001,SKU016,346,3,59,2025-12-20,23:59:59
WH001,SKU017,295,30,94,2025-12-20,23:59:59
WH001,SKU018,176,35,81,2025-12-20,23:59:59
WH001,SKU019,395,1,95,2025-12-20,23:59:59
WH001,SKU020,335,27,75,2025-12-20,23:59:59
WH001,SKU021,253,68,70,2025-12-20,23:59:59
WH001,SKU022,63,9,49,2025-12-20,23:59:59
WH001,SKU023,161,6,87,2025-12-20,23:59:59
WH001,SKU024,58,14,50,2025-12-20,23:59:59
WH001,SKU025,199,39,89,2025-12-20,23:59:59
