warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH003,SKU001,83,2,90,2025-12-20,23:59:59
WH003,SKU002,163,31,63,2025-12-20,23:59:59
WH003,SKU003,242,72,90,2025-12-20,23:59:59
WH003,SKU004,439,5,71,2025-12-20,23:59:59
WH003,SKU005,363,2,83,2025-12-20,23:59:59
WH003,SKU006,250,71,77,2025-12-20,23:59:59
WH003,SKU007,173,51,70,2025-12-20,23:59:59
WH003,SKU008,370,106,69,2025-12-20,23:59:59
WH003,SKU009,194,13,65,2025-12-20,23:59:59
WH003,SKU010,269,54,44,2025-12-20,23:59:59
WH003,SKU011,70,20,54,2025-12-20,23:59:59
WH003,SKU012,276,82,40,2025-12-20,23:59:59
WH003,SKU013,292,78,45,2025-12-20,23:59:59
WH003,SKU014,376,81,95,2025-12-20,23:59:59
WH003,SKU015,394,24,92,2025-12-20,23:59:59
WH003,SKU016,102,16,96,2025-12-20,23:59:59
WH003,SKU017,453,67,63,2025-12-20,23:59:59
WH003,SKU018,336,35,48,2025-12-20,23:59:59
WH003,SKU019,356,60,78,2025-12-20,23:59:59
WH003,SKU020,408,88,93,2025-12-20,23:59:59
WH003,SKU021,91,2,65,2025-12-20,23:59:59
WH003,SKU022,248,20,82,2025-12-20,23:59:59
WH003,SKU023,304,27,59,2025-12-20,23:59:59
WH003,SKU024,406,63,66,2025-12-20,23:59:59
WH003,SKU025,283,7,98,2025-12-20,23:59:59
