warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,88,18,66,2025-12-20,23:59:59
WH002,SKU002,226,39,98,2025-12-20,23:59:59
WH002,SKU003,114,27,81,2025-12-20,23:59:59
WH002,SKU004,115,21,90,2025-12-20,23:59:59
WH002,SKU005,401,100,41,2025-12-20,23:59:59
WH002,SKU006,106,7,40,2025-12-20,23:59:59
WH002,SKU007,461,78,100,2025-12-20,23:59:59
WH002,SKU008,257,51,86,2025-12-20,23:59:59
WH002,SKU009,224,50,47,2025-12-20,23:59:59
WH002,SKU010,85,1,89,2025-12-20,23:59:59
WH002,SKU011,85,20,60,2025-12-20,23:59:59
WH002,SKU012,285,12,49,2025-12-20,23:59:59
WH002,SKU013,231,13,44,2025-12-20,23:59:59
WH002,SKU014,117,34,71,2025-12-20,23:59:59
WH002,SKU015,377,10,71,2025-12-20,23:59:59
WH002,SKU016,247,49,60,2025-12-20,23:59:59
WH002,SKU017,336,85,87,2025-12-20,23:59:59
WH002,SKU018,340,90,88,2025-12-20,23:59:59
WH002,SKU019,267,7,68,2025-12-20,23:59:59
WH002,SKU020,235,7,93,2025-12-20,23:59:59
WH002,SKU021,468,64,100,2025-12-20,23:59:59
WH002,SKU022,142,39,60,2025-12-20,23:59:59
WH002,SKU023,165,43,99,2025-12-20,23:59:59
WH002,SKU024,106,17,84,2025-12-20,23:59:59
WH002,SKU025,185,51,72,2025-12-20,23:59:59
