warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH001,SKU001,32,0,122,2025-12-27,23:59:59
WH001,SKU002,24,4,108,2025-12-27,23:59:59
WH001,SKU003,68,1,149,2025-12-27,23:59:59
WH001,SKU004,76,3,131,2025-12-27,23:59:59
WH001,SKU005,57,6,113,2025-12-27,23:59:59
WH001,SKU006,21,2,113,2025-12-27,23:59:59
WH001,SKU007,70,7,145,2025-12-27,23:59:59
WH001,SKU008,35,6,130,2025-12-27,23:59:59
WH001,SKU009,56,0,91,2025-12-27,23:59:59
WH001,SKU010,67,1,145,2025-12-27,23:59:59
WH001,SKU011,41,4,93,2025-12-27,23:59:59
WH001,SKU012,59,8,103,2025-12-27,23:59:59
WH001,SKU013,99,11,80,2025-12-27,23:59:59
WH001,SKU014,100,0,117,2025-12-27,23:59:59
WH001,SKU015,98,0,116,2025-12-27,23:59:59
WH001,SKU016,87,7,93,2025-12-27,23:59:59
WH001,SKU017,88,14,143,2025-12-27,23:59:59
WH001,SKU018,61,1,104,2025-12-27,23:59:59
WH001,SKU019,100,1,109,2025-12-27,23:59:59
WH001,SKU020,23,0,87,2025-12-27,23:59:59
WH001,SKU021,98,9,141,2025-12-27,23:59:59
WH001,SKU022,55,10,142,2025-12-27,23:59:59
WH001,SKU023,28,5,91,2025-12-27,23:59:59
WH001,SKU024,46,9,104,2025-12-27,23:59:59
WH001,SKU025,56,9,131,2025-12-27,23:59:59
