warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,89,17,81,2025-12-27,23:59:59
WH002,SKU002,65,2,126,2025-12-27,23:59:59
WH002,SKU003,36,1,118,2025-12-27,23:59:59
WH002,SKU004,34,5,146,2025-12-27,23:59:59
WH002,SKU005,55,0,129,2025-12-27,23:59:59
WH002,SKU006,73,9,109,2025-12-27,23:59:59
WH002,SKU007,62,3,139,2025-12-27,23:59:59
WH002,SKU008,85,11,85,2025-12-27,23:59:59
WH002,SKU009,58,8,109,2025-12-27,23:59:59
WH002,SKU010,34,3,86,2025-12-27,23:59:59
WH002,SKU011,99,0,88,2025-12-27,23:59:59
WH002,SKU012,70,0,144,2025-12-27,23:59:59
WH002,SKU013,89,3,120,2025-12-27,23:59:59
WH002,SKU014,67,3,135,2025-12-27,23:59:59
WH002,SKU015,51,9,139,2025-12-27,23:59:59
WH002,SKU016,82,6,94,2025-12-27,23:59:59
WH002,SKU017,36,5,125,2025-12-27,23:59:59
WH002,SKU018,55,9,106,2025-12-27,23:59:59
WH002,SKU019,30,2,103,2025-12-27,23:59:59
WH002,SKU020,86,8,126,2025-12-27,23:59:59
WH002,SKU021,62,6,99,2025-12-27,23:59:59
WH002,SKU022,60,10,107,2025-12-27,23:59:59
WH002,SKU023,97,13,124,2025-12-27,23:59:59
WH002,SKU024,41,1,134,2025-12-27,23:59:59
WH002,SKU025,39,3,82,2025-12-27,23:59:59
