warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH002,SKU001,80,2,146,2026-01-01,23:59:59
WH002,SKU002,29,2,89,2026-01-01,23:59:59
WH002,SKU003,39,3,99,2026-01-01,23:59:59
WH002,SKU004,22,4,88,2026-01-01,23:59:59
WH002,SKU005,60,9,81,2026-01-01,23:59:59
WH002,SKU006,71,1,105,2026-01-01,23:59:59
WH002,SKU007,66,3,83,2026-01-01,23:59:59
WH002,SKU008,73,4,89,2026-01-01,23:59:59
WH002,SKU009,69,11,119,2026-01-01,23:59:59
WH002,SKU010,95,8,116,2026-01-01,23:59:59
WH002,SKU011,60,12,91,2026-01-01,23:59:59
WH002,SKU012,88,5,127,2026-01-01,23:59:59
WH002,SKU013,88,16,113,2026-01-01,23:59:59
WH002,SKU014,74,2,137,2026-01-01,23:59:59
WH002,SKU015,71,0,87,2026-01-01,23:59:59
WH002,SKU016,94,16,150,2026-01-01,23:59:59
WH002,SKU017,60,5,115,2026-01-01,23:59:59
WH002,SKU018,100,11,102,2026-01-01,23:59:59
WH002,SKU019,23,2,138,2026-01-01,23:59:59
WH002,SKU020,26,1,89,2026-01-01,23:59:59
WH002,SKU021,72,6,146,2026-01-01,23:59:59
WH002,SKU022,69,1,114,2026-01-01,23:59:59
WH002,SKU023,35,7,101,2026-01-01,23:59:59
WH002,SKU024,30,1,143,2026-01-01,23:59:59
WH002,SKU025,49,3,90,2026-01-01,23:59:59
