warehouse_id,sku,available_stock,reserved_stock,safety_stock,snapshot_date,snapshot_time
WH003,SKU001,57,0,118,2026-01-01,23:59:59
WH003,SKU002,44,6,132,2026-01-01,23:59:59
WH003,SKU003,20,2,143,2026-01-01,23:59:59
WH003,SKU004,28,5,122,2026-01-01,23:59:59
WH003,SKU005,88,1,129,2026-01-01,23:59:59
WH003,SKU006,84,14,89,2026-01-01,23:59:59
WH003,SKU007,32,0,102,2026-01-01,23:59:59
WH003,SKU008,51,6,139,2026-01-01,23:59:59
WH003,SKU009,27,3,116,2026-01-01,23:59:59
WH003,SKU010,50,4,82,2026-01-01,23:59:59
WH003,SKU011,48,4,138,2026-01-01,23:59:59
WH003,SKU012,29,1,114,2026-01-01,23:59:59
WH003,SKU013,55,4,82,2026-01-01,23:59:59
WH003,SKU014,56,9,93,2026-01-01,23:59:59
WH003,SKU015,90,14,150,2026-01-01,23:59:59
WH003,SKU016,52,3,123,2026-01-01,23:59:59
WH003,SKU017,96,10,133,2026-01-01,23:59:59
WH003,SKU018,38,6,85,2026-01-01,23:59:59
WH003,SKU019,78,12,130,2026-01-01,23:59:59
WH003,SKU020,49,0,128,2026-01-01,23:59:59
WH003,SKU021,63,11,143,2026-01-01,23:59:59
WH003,SKU022,99,11,105,2026-01-01,23:59:59
WH003,SKU023,47,3,85,2026-01-01,23:59:59
WH003,SKU024,79,7,82,2026-01-01,23:59:59
WH003,SKU025,79,0,149,2026-01-01,23:59:59
